task1,task2,T0,T2,T1,lagT0,lagT1,lagT2,responseT1,responseT2,related,dist,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trials_T0_context.thisRepN,trials_T0_context.thisTrialN,trials_T0_context.thisN,trials_T0_context.thisIndex,trials_T1.thisRepN,trials_T1.thisTrialN,trials_T1.thisN,trials_T1.thisIndex,trials_T2.thisRepN,trials_T2.thisTrialN,trials_T2.thisN,trials_T2.thisIndex,thisRow.t,notes,instructions.started,text_instructions.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,settings.started,settings.stopped,T0_context.started,context_word.started,blankContext.started,context_word.stopped,blankContext.stopped,T0_context.stopped,distractors_T0_T2.started,text_distractors_2.started,distractors_T0_T2.stopped,T1_number.started,text_T1.started,T1_number.stopped,distractors_T1.started,text_distractors.started,distractors_T1.stopped,T2_probe.started,text_T2.started,T2_probe.stopped,Ask_T1.started,Ask_T1.stopped,key_resp_T1.keys,key_resp_T1.corr,Ask_T2.started,blankT2_1.started,text_T2ask.started,key_resp_T2.started,blankT2_1.stopped,Ask_T2.stopped,key_resp_T2.keys,key_resp_T2.corr,key_resp_T2.rt,key_resp_T2.duration,text_distractors_2.stopped,participant,order [1: single-dual or 2: dual-single],date,expName,psychopyVersion,frameRate,expStart,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,,0,0,0,0,0,18,18,18,,,,,0,0,0,0,,,,,106.94444319978356,,,,,,,,,,,104.05578469997272,104.07083080010489,105.07088219979778,105.07088219979778,106.10953909996897,106.05473570013419,106.72127390000969,106.73760499991477,106.80478199990466,106.80483510019258,106.82099620020017,106.88781559979543,106.93328050011769,,106.93618270009756,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,HLFPYXK,0,0,0,0,0,18,18,18,,,,,,,,,0,0,0,4,107.07300789980218,,,,,,,,,,,,,,,,,107.06618779990822,107.07300789980218,107.10443270020187,,,,,,,106.936246199999,106.94444319978356,107.02106080017984,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,ZJTSHFP,0,0,0,0,0,18,18,18,,,,,,,,,0,1,1,3,107.1213988000527,,,,,,,,,,,,,,,,,107.10467449994758,107.1213988000527,107.187699300237,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,VYKXSPC,0,0,0,0,0,18,18,18,,,,,,,,,0,2,2,2,107.20470409980044,,,,,,,,,,,,,,,,,107.18794950004667,107.20470409980044,107.27104979986325,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,GQKRPDL,0,0,0,0,0,18,18,18,,,,,,,,,0,3,3,5,107.28770030010492,,,,,,,,,,,,,,,,,107.27129640011117,107.28770030010492,107.35442150011659,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,ZTFYDXH,0,0,0,0,0,18,18,18,,,,,,,,,0,4,4,0,107.37133669992909,,,,,,,,,,,,,,,,,107.35467199981213,107.37133669992909,107.4378255000338,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,YNPLRQW,0,0,0,0,0,18,18,18,,,,,,,,,0,5,5,7,107.45486460020766,,,,,,,,,,,,,,,,,107.43808759981766,107.45486460020766,107.52158660022542,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,WMYFTGJ,0,0,0,0,0,18,18,18,,,,,,,,,0,6,6,6,107.53765399986878,,,,,,,,,,,,,,,,,107.52185630006716,107.53765399986878,107.60452109994367,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,YGLMSFQ,0,0,0,0,0,18,18,18,,,,,,,,,0,7,7,1,107.6214159000665,,,,,,,,,,,,,,,,,107.60477240011096,107.6214159000665,107.68778470018879,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,VFDMHQS,0,0,0,0,0,18,18,18,,,,,,,,,0,8,8,8,107.70470910007134,,,,,,,,,,,,,,,,,107.68803190020844,107.70470910007134,107.77150049991906,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,CUP,XSAUCER,7777777,10,1,9,j,f,1,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.77158660022542,107.77162150014192,None,0,107.77181230019778,107.78766580019146,108.77120310021564,108.77120310021564,108.78775790007785,108.98860950022936,f,1,108.97839660011232,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,ZJTSHFP,0,0,0,0,0,19,19,19,,,,,0,0,0,3,,,,,111.62668569991365,,,,,,,,,,,108.98905250011012,109.004795699846,109.98784179985523,110.00496360007674,111.02590660005808,110.97219960018992,111.4049339001067,111.42157289991155,111.48835169989616,111.48840560019016,111.50469060009345,111.57181139988825,111.61742930021137,111.62668569991365,111.65467539988458,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,VYKXSPC,0,0,0,0,0,19,19,19,,,,,0,1,1,2,,,,,111.67164919991046,,,,,,,,,,,,,,,,,,,,,,,111.65492169978097,111.67164919991046,111.738385300152,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,GQKRPDL,0,0,0,0,0,19,19,19,,,,,0,2,2,5,,,,,111.75462799984962,,,,,,,,,,,,,,,,,,,,,,,111.73868349986151,111.75462799984962,111.8218184998259,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,ZTFYDXH,0,0,0,0,0,19,19,19,,,,,0,3,3,0,,,,,111.83792980015278,,,,,,,,,,,,,,,,,,,,,,,111.82207000022754,111.83792980015278,111.90470919990912,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,HLFPYXK,0,0,0,0,0,19,19,19,,,,,0,4,4,4,,,,,111.92159349983558,,,,,,,,,,,,,,,,,,,,,,,111.904964200221,111.92159349983558,111.9883824000135,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,YGLMSFQ,0,0,0,0,0,19,19,19,,,,,0,5,5,1,,,,,112.00458599999547,,,,,,,,,,,,,,,,,,,,,,,111.98866140004247,112.00458599999547,112.07173920003697,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,ZTFYDXH,0,0,0,0,0,19,19,19,,,,,,,,,0,0,0,0,112.20654739998281,,,,,,,,,,,,,,,,,112.19994950015098,112.20654739998281,112.23802880011499,,,,,,,112.07182820001617,112.08793620020151,112.15475220000371,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,GQKRPDL,0,0,0,0,0,19,19,19,,,,,,,,,0,1,1,5,112.254650299903,,,,,,,,,,,,,,,,,112.2382661998272,112.254650299903,112.32173060020432,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,HLFPYXK,0,0,0,0,0,19,19,19,,,,,,,,,0,2,2,4,112.33795149996877,,,,,,,,,,,,,,,,,112.3220148999244,112.33795149996877,112.40478600002825,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,ZJTSHFP,0,0,0,0,0,19,19,19,,,,,,,,,0,3,3,3,112.42181249987334,,,,,,,,,,,,,,,,,112.40504910005257,112.42181249987334,112.48803000012413,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,VYKXSPC,0,0,0,0,0,19,19,19,,,,,,,,,0,4,4,2,112.5050587002188,,,,,,,,,,,,,,,,,112.48827840015292,112.5050587002188,112.57176379999146,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,YGLMSFQ,0,0,0,0,0,19,19,19,,,,,,,,,0,5,5,1,112.58805709984154,,,,,,,,,,,,,,,,,112.57203050004318,112.58805709984154,112.65471940021962,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HUG,XTIGERX,0,7,7,6,f,j,0,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.65481639979407,112.65485210018232,None,0,112.6550273001194,112.67163860006258,113.65468539996073,113.65468539996073,113.67135540023446,114.57227479992434,j,1,114.56332169985399,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,20,20,20,,,,,0,0,0,0,,,,,117.46181830018759,,,,,,,,,,,114.57272040005773,114.58865060005337,115.58813330018893,115.58813330018893,116.62627989985049,116.57190610002726,117.23893290013075,117.25487770000473,117.32162269996479,117.32167459977791,117.33865329995751,117.40533960005268,117.45018619997427,117.46181830018759,117.48867199989036,,,,,,,,,,,,,,,,,,116.83872940018773,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,20,20,20,,,,,0,1,1,1,,,,,117.50493009993806,,,,,,,,,,,,,,,,,,,,,,,117.4889465002343,117.50493009993806,117.57215149980038,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,ZJTSHFP,0,0,0,0,0,20,20,20,,,,,,,,,0,0,0,3,117.70924839982763,,,,,,,,,,,,,,,,,117.70004989998415,117.70924839982763,117.73882910003886,,,,,,,117.57223520008847,117.58863419992849,117.65497069992125,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,GQKRPDL,0,0,0,0,0,20,20,20,,,,,,,,,0,1,1,5,117.75495600001886,,,,,,,,,,,,,,,,,117.73909780010581,117.75495600001886,117.82172810006887,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,HLFPYXK,0,0,0,0,0,20,20,20,,,,,,,,,0,2,2,4,117.83858479978517,,,,,,,,,,,,,,,,,117.82198360003531,117.83858479978517,117.90495999995619,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,WMYFTGJ,0,0,0,0,0,20,20,20,,,,,,,,,0,3,3,6,117.92154829995707,,,,,,,,,,,,,,,,,117.90521010011435,117.92154829995707,117.988716899883,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,VYKXSPC,0,0,0,0,0,20,20,20,,,,,,,,,0,4,4,2,118.00491889985278,,,,,,,,,,,,,,,,,117.98897649999708,118.00491889985278,118.07174259983003,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,20,20,20,,,,,,,,,0,5,5,0,118.08826459990814,,,,,,,,,,,,,,,,,118.07198979984969,118.08826459990814,118.15504950005561,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,20,20,20,,,,,,,,,0,6,6,1,118.17168099991977,,,,,,,,,,,,,,,,,118.15530639979988,118.17168099991977,118.2389111998491,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MORE,XWHITEX,5555555,10,3,7,j,j,0,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.2389985001646,118.23903239984065,None,0,118.2392277000472,118.25493439985439,119.2383750998415,119.2383750998415,119.2554325000383,120.03893439983949,j,1,120.0336842997931,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,,0,0,0,0,0,21,21,21,,,,,0,0,0,0,,,,,122.67921150010079,,,,,,,,,,,120.03937220014632,120.05533639993519,121.03843929991126,121.05556769995019,122.0768808000721,122.02223180001602,122.4554515001364,122.47221740009263,122.53864309983328,122.53869879990816,122.55513120023534,122.62254420015961,122.66846630023792,,122.67119390005246,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,HQTYPJM,0,0,0,0,0,21,21,21,,,,,,,,,0,0,0,9,122.81014999980107,,,,,,,,,,,,,,,,,122.80130780022591,122.81014999980107,122.8386540999636,,,,,,,122.67125489981845,122.67921150010079,122.75556680001318,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,ZTFYDXH,0,0,0,0,0,21,21,21,,,,,,,,,0,1,1,0,122.85513360006735,,,,,,,,,,,,,,,,,122.83890190022066,122.85513360006735,122.92190920002759,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,ZJTSHFP,0,0,0,0,0,21,21,21,,,,,,,,,0,2,2,3,122.93851470015943,,,,,,,,,,,,,,,,,122.92215690016747,122.93851470015943,123.00580620020628,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,TJRHKVF,0,0,0,0,0,21,21,21,,,,,,,,,0,3,3,10,123.0218211999163,,,,,,,,,,,,,,,,,123.00605960004032,123.0218211999163,123.08865540008992,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,GQKRPDL,0,0,0,0,0,21,21,21,,,,,,,,,0,4,4,5,123.10517829982564,,,,,,,,,,,,,,,,,123.0889135999605,123.10517829982564,123.17195129999891,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,YNPLRQW,0,0,0,0,0,21,21,21,,,,,,,,,0,5,5,7,123.18849979992956,,,,,,,,,,,,,,,,,123.17220399994403,123.18849979992956,123.25565870013088,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,VYKXSPC,0,0,0,0,0,21,21,21,,,,,,,,,0,6,6,2,123.27186479978263,,,,,,,,,,,,,,,,,123.25592050002888,123.27186479978263,123.33871249994263,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,VFDMHQS,0,0,0,0,0,21,21,21,,,,,,,,,0,7,7,8,123.35515000019222,,,,,,,,,,,,,,,,,123.33897660020739,123.35515000019222,123.42195639992133,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,YGLMSFQ,0,0,0,0,0,21,21,21,,,,,,,,,0,8,8,1,123.43856019992381,,,,,,,,,,,,,,,,,123.4222042998299,123.43856019992381,123.50570149999112,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,WFXQGMY,0,0,0,0,0,21,21,21,,,,,,,,,0,9,9,11,123.52229279978201,,,,,,,,,,,,,,,,,123.50596750015393,123.52229279978201,123.58857659995556,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,WMYFTGJ,0,0,0,0,0,21,21,21,,,,,,,,,0,10,10,6,123.60524500021711,,,,,,,,,,,,,,,,,123.5888371001929,123.60524500021711,123.67196939978749,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,HLFPYXK,0,0,0,0,0,21,21,21,,,,,,,,,0,11,11,4,123.68849179986864,,,,,,,,,,,,,,,,,123.67221939982846,123.68849179986864,123.75533720012754,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DOORS,XXTAXXX,2222222,7,1,12,f,j,0,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.75542260007933,123.7554643000476,None,0,123.75564939994365,123.77229319978505,124.75570550002158,124.75570550002158,124.77206479990855,125.15594560001045,j,1,125.15402839984745,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,HLFPYXK,0,0,0,0,0,22,22,22,,,,,0,0,0,4,,,,,128.04289680020884,,,,,,,,,,,125.15637970017269,125.17238250002265,126.15548900002614,126.17205689987168,127.19331020023674,127.13913330016658,127.82290520006791,127.83882990013808,127.9055300001055,127.90558290015906,127.92254720022902,127.9892625999637,128.03407530020922,128.04289680020884,128.07266290020198,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,GQKRPDL,0,0,0,0,0,22,22,22,,,,,0,1,1,5,,,,,128.0888928999193,,,,,,,,,,,,,,,,,,,,,,,128.07291379990056,128.0888928999193,128.15569210005924,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,ZTFYDXH,0,0,0,0,0,22,22,22,,,,,0,2,2,0,,,,,128.17255479982123,,,,,,,,,,,,,,,,,,,,,,,128.15595459984615,128.17255479982123,128.23928599990904,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,ZJTSHFP,0,0,0,0,0,22,22,22,,,,,0,3,3,3,,,,,128.25553329987451,,,,,,,,,,,,,,,,,,,,,,,128.23954669991508,128.25553329987451,128.3226731000468,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,YGLMSFQ,0,0,0,0,0,22,22,22,,,,,0,4,4,1,,,,,128.3388824001886,,,,,,,,,,,,,,,,,,,,,,,128.32294250000268,128.3388824001886,128.40552909998223,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,VYKXSPC,0,0,0,0,0,22,22,22,,,,,0,5,5,2,,,,,128.42286670021713,,,,,,,,,,,,,,,,,,,,,,,128.40577899990603,128.42286670021713,128.48891420010477,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,VYKXSPC,0,0,0,0,0,22,22,22,,,,,,,,,0,0,0,2,128.6264859000221,,,,,,,,,,,,,,,,,128.61771749984473,128.6264859000221,128.65555310016498,,,,,,,128.48900400009006,128.5054131001234,128.573131499812,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,ZTFYDXH,0,0,0,0,0,22,22,22,,,,,,,,,0,1,1,0,128.67212540004402,,,,,,,,,,,,,,,,,128.65579660004005,128.67212540004402,128.73889040015638,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,YGLMSFQ,0,0,0,0,0,22,22,22,,,,,,,,,0,2,2,1,128.75545360008255,,,,,,,,,,,,,,,,,128.73913840018213,128.75545360008255,128.8227948998101,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,GREEK,XXHIMXX,3333333,10,7,3,j,j,0,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8228874001652,128.82292350009084,None,0,128.8231055000797,128.83887029998004,129.8222461999394,129.8222461999394,129.83948389999568,130.68958819983527,j,1,130.67505900003016,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,REPAIR,XXSOUPX,5555555,10,1,9,j,j,0,,0,0,0,0,0,23,23,23,,,,,0,0,0,0,,,,,133.57855460001156,,,,,,,,,,,130.69002729980275,130.70561659988016,131.68941339990124,131.70562150003389,132.72656909981743,132.6726882001385,133.3559673000127,133.37244189996272,133.43920519994572,133.4392578001134,133.45614189980552,133.52245629997924,133.56754839979112,,133.57040689978749,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,REPAIR,XXSOUPX,5555555,10,1,9,j,j,0,WMYFTGJ,0,0,0,0,0,23,23,23,,,,,,,,,0,0,0,6,133.71103349979967,,,,,,,,,,,,,,,,,133.70156970014796,133.71103349979967,133.73958750022575,,,,,,,133.57046969980001,133.57855460001156,133.6561587001197,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,REPAIR,XXSOUPX,5555555,10,1,9,j,j,0,HLFPYXK,0,0,0,0,0,23,23,23,,,,,,,,,0,1,1,4,133.75573690002784,,,,,,,,,,,,,,,,,133.73984780022874,133.75573690002784,133.8227073000744,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,REPAIR,XXSOUPX,5555555,10,1,9,j,j,0,ZJTSHFP,0,0,0,0,0,23,23,23,,,,,,,,,0,2,2,3,133.83947450015694,,,,,,,,,,,,,,,,,133.82295220019296,133.83947450015694,133.9059652001597,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,REPAIR,XXSOUPX,5555555,10,1,9,j,j,0,YGLMSFQ,0,0,0,0,0,23,23,23,,,,,,,,,0,3,3,1,133.92240850022063,,,,,,,,,,,,,,,,,133.90623260010034,133.92240850022063,133.9897222998552,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
